53,52,Henry Sy,Sy,henry-sy,henry-sy,20000.0,-32.792,93,diversified,Diversified,M,Philippines,1529367001647,18178.046,63,63,//specials-images.forbesimg.com/imageserve/5a8ed22d31358e4955ae072b/416x416.jpg?background=000000&cropX1=568&cropX2=3083&cropY1=131&cropY2=2647
54,54,Elon Musk,Musk,elon-musk,elon-musk,19900.0,420.014,46,Tesla Motors,Automotive,M,United States,CEO and Chairman, Tesla,1529367001647,CA,California,21768.527,42,42,False,//specials-images.forbesimg.com/imageserve/5a8d90fd4bbe6f2652f61c15/416x416.jpg?background=000000&cropX1=0&cropX2=1999&cropY1=159&cropY2=2159
55,55,Hinduja family,Hinduja,hinduja,hinduja,19500.0,-69.106,diversified,Diversified,M,United Kingdom,1529367001647,18703.802,57,57,//specials-images.forbesimg.com/imageserve/5a8159ea4bbe6f2652f547d4/416x416.jpg?background=000000&cropX1=1029&cropX2=3189&cropY1=6&cropY2=2165
56,55,Tadashi Yanai,Yanai,tadashi-yanai,tadashi-yanai,19500.0,26.321,69,fashion retail,Fashion & Retail,M,Japan,1529367001647,23514.814,39,39,//specials-images.forbesimg.com/imageserve/5ac24e1ca7ea432fbc1dc7fa/416x416.jpg?background=000000&cropX1=874&cropX2=2885&cropY1=491&cropY2=2501
57,57,Vladimir Lisin,Lisin,vladimir-lisin,vladimir-lisin,19100.0,-101.134,62,steel, transport,Metals & Mining,M,Russia,1529367001647,20458.466,48,48,//specials-images.forbesimg.com/imageserve/5a80c93d31358e4955ad2cb5/416x416.jpg?background=000000&cropX1=9&cropX2=1871&cropY1=148&cropY2=2012
58,58,Laurene Powell Jobs,Powell Jobs,laurene-powell-jobs,laurene-powell-jobs,18800.0,-118.915,54,Apple, Disney,Philanthropy/NGO,F,United States,President, Emerson Collective,1529367001647,CA,California,20230.49,50,50,False,//specials-images.forbesimg.com/imageserve/5a270a504bbe6f37e65991c9/416x416.jpg?background=000000&cropX1=1150&cropX2=4486&cropY1=0&cropY2=3333
59,58,Azim Premji,Premji,azim-premji,azim-premji,18800.0,-50.15,72,software services,Technology,M,India,Chairman, Wipro Limited (ADR),1529367001647,17223.889,69,69,False,//specials-images.forbesimg.com/imageserve/5a7f0e8231358e4955ad1813/416x416.jpg?background=000000&cropX1=979&cropX2=3562&cropY1=11&cropY2=2592
60,60,Alexey Mordashov,Mordashov,alexey-mordashov,alexey-mordashov,18700.0,-769.44,52,steel, investments,Metals & Mining,M,Russia,1529367001647,18611.971,58,58,//specials-images.forbesimg.com/imageserve/5a808e7a4bbe6f2652f53d31/416x416.jpg?background=000000&cropX1=846&cropX2=3515&cropY1=0&cropY2=2667
61,61,Lee Kun-Hee,Lee,lee-kun-hee,lee-kun-hee,18600.0,-246.212,76,Samsung,Diversified,M,South Korea,Chairman, Samsung Electronics,1529367001647,18352.752,59,59,False,//specials-images.forbesimg.com/imageserve/58f8d8e84bbe6f1aff4612ef/416x416.jpg?background=000000&cropX1=0&cropX2=705&cropY1=31&cropY2=737
62,62,Lakshmi Mittal,Mittal,lakshmi-mittal,lakshmi-mittal,18500.0,65.809,68,steel,Metals & Mining,M,India,Chairman and CEO, ArcelorMittal (ADR),1529367001647,18345.437,60,60,False,//specials-images.forbesimg.com/imageserve/59cbfbf5a7ea434a34f46a72/416x416.jpg?background=000000&cropX1=15&cropX2=2362&cropY1=10&cropY2=2359
63,63,Wang Wei,Wang,wang-wei,wang-wei,18200.0,0.001,48,package delivery,Service,M,China,Chairman, SF Express,1529367001647,18242.853,62,62,False,//specials-images.forbesimg.com/imageserve/5a7cf9f7a7ea431690130d30/416x416.jpg?background=000000&cropX1=1243&cropX2=2927&cropY1=150&cropY2=1834
64,64,Leonid Mikhelson,Mikhelson,leonid-mikhelson,leonid-mikhelson,18000.0,-53.489,62,gas, chemicals,Energy,M,Russia,1529367001647,18303.404,61,61,//specials-images.forbesimg.com/imageserve/5a80ab314bbe6f2652f53efa/416x416.jpg?background=000000&cropX1=654&cropX2=3172&cropY1=5&cropY2=2522
65,65,Charoen Sirivadhanabhakdi,Sirivadhanabhakdi,charoen-sirivadhanabhakdi,charoen-sirivadhanabhakdi,17900.0,-475.082,74,drinks, real estate,Food and Beverage,M,Thailand,1529367001647,15962.573,79,79,//specials-images.forbesimg.com/imageserve/58a2956ca7ea431f321976b1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829
66,66,Pallonji Mistry,Mistry,pallonji-mistry,pallonji-mistry,17800.0,-80.682,89,construction,Construction & Engineering,M,Ireland,1529367001647,19118.195,55,55,//specials-images.forbesimg.com/imageserve/222dbe79a423261046cbdb42ac70e16b/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
67,67,Ray Dalio,Dalio,ray-dalio,ray-dalio,17700.0,0.0,68,hedge funds,Finance and Investments,M,United States,Founder & Co-Chief Investment Officer, Bridgewater Associates,1529367001647,900.0,CT,Connecticut,17400.0,68,68,False,//specials-images.forbesimg.com/imageserve/5ac959f74bbe6f2310f1e05c/416x416.jpg?background=000000&cropX1=777&cropX2=3143&cropY1=114&cropY2=2478
68,68,Takemitsu Takizaki,Takizaki,takemitsu-takizaki,takemitsu-takizaki,17500.0,-180.249,73,sensors,Manufacturing,M,Japan,1529367001647,17683.054,67,67,//specials-images.forbesimg.com/imageserve/5a0a24205655325303469e7ab36397dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=116&cropY2=860
69,69,William Ding,Ding,william-ding,william-ding,17400.0,-146.765,46,online games,Technology,M,China,Founder and CEO, Netease,1529367001647,15093.206,87,87,False,//specials-images.forbesimg.com/imageserve/5a7d09364bbe6f2652f51155/416x416.jpg?background=000000&cropX1=4&cropX2=1672&cropY1=396&cropY2=2063
70,69,R. Budi Hartono,Hartono,r-budi-hartono,r-budi-hartono,17400.0,0.0,77,banking, tobacco,Finance and Investments,M,Indonesia,1529367001647,15091.356,88,88,//specials-images.forbesimg.com/imageserve/b8d46ef97d58d450be629bd0fddc9a6e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=10&cropY2=754
71,69,Gina Rinehart,Rinehart,gina-rinehart,gina-rinehart,17400.0,-1.264,64,mining,Metals & Mining,F,Australia,Executive Chairman, Hancock Prospecting,1529367001647,17999.971,64,64,False,//specials-images.forbesimg.com/imageserve/59f73f7831358e542c046b65/416x416.jpg?background=000000&cropX1=211&cropX2=1123&cropY1=82&cropY2=995
72,72,German Larrea Mota Velasco,Larrea Mota Velasco,german-larrea-mota-velasco,no-pic,17300.0,-56.63,64,mining,Metals & Mining,M,Mexico,1529367001647,14989.518,90,90,//specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropX1=1901&cropX2=3603&cropY1=368&cropY2=2069
73,73,Carl Icahn,Icahn,carl-icahn,carl-icahn,16800.0,-15.291,82,investments,Finance and Investments,M,United States,Founder, Icahn Capital Management,1529367001647,NY,New York,18814.442,56,56,False,//specials-images.forbesimg.com/imageserve/57e5739ca7ea430a8a1a2b8f/416x416.jpg?background=000000&cropX1=74&cropX2=744&cropY1=74&cropY2=744
74,73,Stefan Persson,Persson,stefan-persson,stefan-persson,16800.0,-115.994,70,H&M,Fashion & Retail,M,Sweden,Chairman, H&M,1529367001647,15625.276,82,82,False,//specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015
75,75,Michael Hartono,Hartono,michael-hartono,no-pic,16700.0,0.0,78,banking, tobacco,Manufacturing,M,Indonesia,1529367001647,14512.769,97,97
76,75,Joseph Lau,Lau,joseph-lau,joseph-lau,16700.0,-0.001,66,real estate,Real Estate,M,Hong Kong,1529367001647,16688.056,73,73,//specials-images.forbesimg.com/imageserve/5a7e6ca6a7ea431690132547/416x416.jpg?background=000000&cropX1=125&cropX2=1076&cropY1=81&cropY2=1033
77,77,Thomas & Raymond Kwok,Kwok,thomas-raymond-kwok,thomas-raymond-kwok,16500.0,0.001,real estate,Real Estate,M,Hong Kong,1529367001647,16432.759,74,74,//specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915
78,78,Vagit Alekperov,Alekperov,vagit-alekperov,vagit-alekperov,16400.0,-31.684,67,oil,Energy,M,Russia,1529367001647,16850.356,71,71,//specials-images.forbesimg.com/imageserve/5a80c400a7ea431690133cb7/416x416.jpg?background=000000&cropX1=481&cropX2=2139&cropY1=0&cropY2=1658
79,78,James Ratcliffe,Ratcliffe,james-ratcliffe,james-ratcliffe,16400.0,0.0,65,chemicals,Manufacturing,M,United Kingdom,1529367001647,15353.088,85,85,//specials-images.forbesimg.com/imageserve/5a815b254bbe6f2652f547e0/416x416.jpg?background=000000&cropX1=252&cropX2=2046&cropY1=814&cropY2=2608
80,80,Donald Bren,Bren,donald-bren,donald-bren,16300.0,0.0,86,real estate,Real Estate,M,United States,Chairman, Irvine Company,1529367001647,CA,California,16265.953,75,75,False,//specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556
81,80,Iris Fontbona,Fontbona,iris-fontbona,no-pic-female,16300.0,-32.399,75,mining,Metals & Mining,F,Chile,1529367001647,16936.388,70,70
82,82,Gennady Timchenko,Timchenko,gennady-timchenko,gennady-timchenko,16000.0,-50.742,65,oil, gas,Energy,M,Russia,1529367001647,16094.289,77,77,//specials-images.forbesimg.com/imageserve/5a80a596a7ea431690133b09/416x416.jpg?background=000000&cropX1=5&cropX2=2533&cropY1=460&cropY2=2990
83,83,Abigail Johnson,Johnson,abigail-johnson,abigail-johnson,15900.0,0.0,56,money management,Finance and Investments,F,United States,President-CEO, Fidelity Investments,1529367001647,1900000.0,MA,Massachusetts,16842.762,72,72,False,http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropX1=63&cropX2=615&cropY1=68&cropY2=621
84,83,Vladimir Potanin,Potanin,vladimir-potanin,vladimir-potanin,15900.0,-11.413,57,metals,Metals & Mining,M,Russia,1529367001647,15246.233,86,86,//specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181
85,83,Lukas Walton,Walton,lukas-walton,no-pic,15900.0,-65.276,31,Walmart,Fashion & Retail,M,United States,1529367001647,WY,Wyoming,13748.91,104,104
