Rank, Name, Company, Worth
703, Sid Bass, None, 3300.0
703, Alain Bouchard, None, 3300.0
703, John Brown, None, 3300.0
703, Vanich Chaiyawan, None, 3300.0
703, Chen Lip Keong, None, 3300.0
703, Charles Cohen, None, 3300.0
703, Ashwin Dani, None, 3300.0
703, Rakesh Gangwal, None, 3300.0
703, Reid Hoffman, None, 3300.0
703, Amos Hostetter, Jr., None, 3300.0
703, Zarakh Iliev, None, 3300.0
703, Ji Qi, None, 3300.0
703, Kenneth Langone, None, 3300.0
703, Li Sze Lim, None, 3300.0
703, George Lindemann, None, 3300.0
703, Liu Zhongtian, None, 3300.0
703, Luo Liguo, None, 3300.0
703, Mary Alice Dorrance Malone, None, 3300.0
703, Henry Nicholas, III., None, 3300.0
703, God Nisanov, None, 3300.0
703, Pat Stryker, None, 3300.0
703, Alexander Svetakov, None, 3300.0
703, Hans Peter Wild, None, 3300.0
729, Yvonne Bauer, None, 3200.0
729, Patrizio Bertelli, None, 3200.0
729, Neil Bluhm, None, 3200.0
729, Andrew & Peggy Cherng, None, 3200.0
729, Scott Cook, None, 3200.0
729, Leon G. Cooperman, None, 3200.0
729, John Paul DeJoria, None, 3200.0
729, Martin Ebner, None, 3200.0
729, Walter Faria, None, 3200.0
729, Sameer Gehlaut, None, 3200.0
729, Tom Golisano, None, 3200.0
729, Otto Happel, None, 3200.0
729, Jiang Bin, None, 3200.0
729, Karel Komarek, None, 3200.0
729, Kurt Krieger, None, 3200.0
729, Timur Kulibaev, None, 3200.0
729, Dinara Kulibaeva, None, 3200.0
729, Spiro Latsis, None, 3200.0
729, Daniel Loeb, None, 3200.0
729, Luo Jye, None, 3200.0
729, Ronald McAulay, None, 3200.0
729, Alain Merieux, None, 3200.0
729, Hans Georg Naeder, None, 3200.0
729, Nie Tengyun, None, 3200.0
729, Daniel Och, None, 3200.0
729, Miuccia Prada, None, 3200.0
729, Marc Rowan, None, 3200.0
729, Haim Saban, None, 3200.0
729, Alvaro Saieh Bendeck, None, 3200.0
729, Michael & Reiner Schmidt-Ruthenbeck, None, 3200.0
729, Lynn Schusterman, None, 3200.0
729, Mark Shoen, None, 3200.0
729, Michal Solowow, None, 3200.0
729, Daniel Tsai, None, 3200.0
729, Richard Tsai, None, 3200.0
729, Frank Wang, None, 3200.0
729, Meg Whitman, None, 3200.0
766, John Catsimatidis, None, 3100.0
766, Do Won & Jin Sook Chang, None, 3100.0
766, Cheng Cheung Ling, None, 3100.0
766, Barry Diller, None, 3100.0
766, Jack Dorsey, None, 3100.0
766, Yakir Gabay, None, 3100.0
766, Allan Goldman, None, 3100.0
766, Jane Goldman, None, 3100.0
766, Amy Goldman Fowler, None, 3100.0
766, Daryl Katz, None, 3100.0
766, Diane Kemper, None, 3100.0
766, Vladimir Kim, None, 3100.0
766, Lai Meisong, None, 3100.0
766, Manuel Lao Hernandez, None, 3100.0
766, James Leprino, None, 3100.0
766, Liang Xinjun, None, 3100.0
766, Tom Morris, None, 3100.0
766, Thi Phuong Thao Nguyen, None, 3100.0
766, Rajan Raheja, None, 3100.0
766, Ren Jianhua, None, 3100.0
766, Richard Sands, None, 3100.0
766, Kerry Stokes, None, 3100.0
766, Donald Trump, None, 3100.0
766, Romesh T. Wadhwani, None, 3100.0
766, Wang Jian, None, 3100.0
791, Clifford Asness, None, 3000.0
791, Anne Beaufour, None, 3000.0
791, Henri Beaufour, None, 3000.0
791, Tom Benson, None, 3000.0
791, Jim Breyer, None, 3000.0
791, Alejandro Bulgheroni, None, 3000.0
791, Hasmukh Chudgar, None, 3000.0
791, Ennio Doris, None, 3000.0
791, Luis Frias, None, 3000.0
791, Valentin Gapontsev, None, 3000.0
791, Martin Haefner, None, 3000.0
791, Christopher Hohn, None, 3000.0
791, Johnelle Hunt, None, 3000.0
791, Rakesh Jhunjhunwala, None, 3000.0
791, Lu Xiangyang, None, 3000.0
791, John Middleton, None, 3000.0
791, Kazuo Okada, None, 3000.0
791, Jorge Perez, None, 3000.0
791, Prasert Prasarttong-Osoth, None, 3000.0
791, Jean (Gigi) Pritzker, None, 3000.0
791, Mochtar Riady, None, 3000.0
791, Arkady Rotenberg, None, 3000.0
791, Michael Rubin, None, 3000.0
791, Robert Sands, None, 3000.0
791, Herbert Simon, None, 3000.0
791, Robert Toennies, None, 3000.0
791, Manuel Villar, None, 3000.0
791, Don Vultaggio, None, 3000.0
791, Wang Zhenhua, None, 3000.0
791, Wu Kaiting, None, 3000.0
791, Simon Xie, None, 3000.0
822, Chuck Bundrant, None, 2900.0
822, Cai Dongchen, None, 2900.0
822, Jose and Francisco Jose Calderon Rojas, None, 2900.0
822, Jason Chang, None, 2900.0
822, Smita Crishna-Godrej, None, 2900.0
822, Ding Shizhong, None, 2900.0
822, Feng Hailiang, None, 2900.0
822, Gerald Ford, None, 2900.0
822, Philippe Foriel-Destezet, None, 2900.0
822, Adi Godrej, None, 2900.0
822, Jamshyd Godrej, None, 2900.0
822, Nadir Godrej, None, 2900.0
822, Joseph Grendys, None, 2900.0
822, Hedda im Brahm-Droege, None, 2900.0
822, Ke Zunhong, None, 2900.0
822, Randal Kirk, None, 2900.0
822, Alicia Koplowitz, None, 2900.0
822, Kwek Leng Beng, None, 2900.0
822, Louis Le Duff, None, 2900.0
822, Yusaku Maezawa, None, 2900.0
822, Sergio Mantegazza, None, 2900.0
822, Hans Melchers, None, 2900.0
822, Erwin Franz Mueller, None, 2900.0
822, Rishad Naoroji, None, 2900.0
822, Husnu Ozyegin, None, 2900.0
822, Prajogo Pangestu, None, 2900.0
822, Jeff Rothschild, None, 2900.0
822, Thomas Siebel, None, 2900.0
822, Paul Singer, None, 2900.0
822, Ralph Sonnenberg, None, 2900.0
822, Jon Stryker, None, 2900.0
822, Georg Stumpf, None, 2900.0
822, Tsai Hong-tu, None, 2900.0
822, Vincent Viola, None, 2900.0
822, Radovan Vitek, None, 2900.0
822, Wang Laichun, None, 2900.0
822, Wang Laisheng, None, 2900.0
859, Carlos Ardila Lülle, None, 2800.0
859, William Conway, Jr., None, 2800.0
859, Daniel D'Aniello, None, 2800.0
859, Jim Davis, None, 2800.0
859, Ding Shijia, None, 2800.0
859, John Dorrance, III., None, 2800.0
859, Doris Fisher, None, 2800.0
859, John Fisher, None, 2800.0
859, Caroline Hagen Kjos, None, 2800.0
859, Kieu Hoang, None, 2800.0
859, Huang Shih Tsai, None, 2800.0
859, H. Wayne Huizenga, None, 2800.0
859, Osman Kibar, None, 2800.0
859, Aloke Lohia, None, 2800.0
859, Taha Mikati, None, 2800.0
859, Philip Niarchos, None, 2800.0
859, Stefan Olsson, None, 2800.0
859, Sebastian Piñera, None, 2800.0
859, Penny Pritzker, None, 2800.0
859, Nicolas Puech, None, 2800.0
859, Chandru Raheja, None, 2800.0
859, David Rubenstein, None, 2800.0
859, Shi Yuzhu, None, 2800.0
859, Zygmunt Solorz-Zak, None, 2800.0
859, Tung Chee Chen, None, 2800.0
859, Mark Walter, None, 2800.0
859, William Wrigley, Jr., None, 2800.0
859, Mortimer Zuckerman, None, 2800.0
887, Mohed Altrad, None, 2700.0
887, Anil Ambani, None, 2700.0
887, Roberto Angelini Rossi, None, 2700.0
887, Saeed Bin Butti Al Qebaisi, None, 2700.0
887, Pierre Chen, None, 2700.0
887, Ray Davis, None, 2700.0
887, Edward DeBartolo, Jr., None, 2700.0
887, Bennett Dorrance, None, 2700.0
887, Eduardo Eurnekian, None, 2700.0
887, Piero Ferrari, None, 2700.0
887, Fiona Geminder, None, 2700.0
887, Gu Yuhua, None, 2700.0
887, Don Hankey, None, 2700.0
887, Reed Hastings, None, 2700.0
887, Huang Wei, None, 2700.0
887, James Irsay, None, 2700.0
887, Kim Beom-Su, None, 2700.0
887, Mustafa Kucuk, None, 2700.0
887, Mohamed Mansour, None, 2700.0
887, Najib Mikati, None, 2700.0
887, Ermirio Pereira de Moraes, None, 2700.0
887, Bob Parsons, None, 2700.0
887, Krit Ratanarak, None, 2700.0
887, Helena Revoredo, None, 2700.0
887, Phillip Ruffin, None, 2700.0
887, Howard Schultz, None, 2700.0
887, E. Joe Shoen, None, 2700.0
887, Thomas Straumann, None, 2700.0
887, Lawrence Stroll, None, 2700.0
887, Andrew Tan, None, 2700.0
887, Tsai Cheng-da, None, 2700.0
887, Frank VanderSloot, None, 2700.0
887, Sandro Veronesi, None, 2700.0
887, Ty Warner, None, 2700.0
887, Oprah Winfrey, None, 2700.0
887, Zhang Wenzhong, None, 2700.0
887, Zuo Hui, None, 2700.0
924, Juan Abello, None, 2600.0
924, Semahat Sevim Arsel, None, 2600.0
924, Bang Jun-Hyuk, None, 2600.0
924, Koos Bekker, None, 2600.0
924, David Bonderman, None, 2600.0
924, Francesco Gaetano Caltagirone, None, 2600.0
924, John Caudwell, None, 2600.0
924, Chen Fashu, None, 2600.0
924, Chung Eui-Sun, None, 2600.0
924, Isabel dos Santos, None, 2600.0
924, Fong Yun Wah, None, 2600.0
924, Phillip Frost, None, 2600.0
924, Lutz Mario Helmig, None, 2600.0
924, B. Wayne Hughes, None, 2600.0
924, Daniel Kretinsky, None, 2600.0
924, Raj Kumar & Kishin RK, None, 2600.0
924, Lam Kong, None, 2600.0
924, Lau Cho Kun, None, 2600.0
924, Stephen Mandel, Jr., None, 2600.0
924, Gilles Martin, None, 2600.0
924, Daniel Mate, None, 2600.0
924, Robert Miller, None, 2600.0
924, Jorge Moll Filho, None, 2600.0
924, Maria Helena Moraes Scripilliti, None, 2600.0
924, Sean Parker, None, 2600.0
924, Jay Paul, None, 2600.0
924, Patrick Ryan, None, 2600.0
924, Thomas Secunda, None, 2600.0
924, Shen Wenrong, None, 2600.0
924, Shen Yuxing, None, 2600.0
924, Gil Shwed, None, 2600.0
924, Song Zuowen, None, 2600.0
924, Warren Stephens, None, 2600.0
924, Glen Taylor, None, 2600.0
924, Hanni Toosbuy Kasprzak, None, 2600.0
924, Torbjorn Tornqvist, None, 2600.0
924, Bulat Utemuratov, None, 2600.0
924, Chip Wilson, None, 2600.0
924, Jerry Yang, None, 2600.0
924, Zhang Fan, None, 2600.0
924, Zhu Xingliang, None, 2600.0
965, Ramon Ang, None, 2500.0
965, Edward Bass, None, 2500.0
965, Lee Bass, None, 2500.0
965, Bert Beveridge, None, 2500.0
965, George Bishop, None, 2500.0
965, Jaime Botin, None, 2500.0
965, Norman Braman, None, 2500.0
965, Chin Jong Hwa, None, 2500.0
965, Cho Tak Wong, None, 2500.0
965, John Coates, None, 2500.0
965, Du Jiangtao, None, 2500.0
965, Aloysio de Andrade Faria, None, 2500.0
965, Kenneth Feld, None, 2500.0
965, Luca Garavoglia, None, 2500.0
965, Noam Gottesman, None, 2500.0
965, Jonathan Gray, None, 2500.0
965, Stein Erik Hagen, None, 2500.0
965, Chang-Woo Han, None, 2500.0
965, John Henry, None, 2500.0
965, Lawrence Ho, None, 2500.0
965, Hui Lin Chit, None, 2500.0
965, Mustafa Rahmi Koc, None, 2500.0
965, Kuan Kam Hon, None, 2500.0
965, Jane Lauder, None, 2500.0
965, Aerin Lauder Zinterhofer, None, 2500.0
965, Maritsa Lazari, None, 2500.0
965, Bernard Lewis, None, 2500.0
965, Vincent Lo, None, 2500.0
965, Jeffrey Lorberbaum, None, 2500.0
965, Joe Mansueto, None, 2500.0
965, Jose Roberto Marinho, None, 2500.0
965, Roberto Irineu Marinho, None, 2500.0
965, C. Dean Metropoulos, None, 2500.0
965, Aristotelis Mistakidis, None, 2500.0
965, Arturo Moreno, None, 2500.0
965, Yoshiko Mori, None, 2500.0
965, Adam Neumann, None, 2500.0
965, Or Wai Sheun, None, 2500.0
965, Richard Peery, None, 2500.0
965, Horst Julius Pudwill, None, 2500.0
965, P.V. Ramprasad Reddy, None, 2500.0
965, Larry Robbins, None, 2500.0
965, Carlos Sanchez, None, 2500.0
965, Stephan Schmidheiny, None, 2500.0
965, Klaus-Peter Schulenberg, None, 2500.0
965, Charles Simonyi, None, 2500.0
965, Mark Stevens, None, 2500.0
965, Sze Man Bok, None, 2500.0
965, Sarik Tara, None, 2500.0
965, Lottie Tham, None, 2500.0
965, Peter Thiel, None, 2500.0
965, Elaine Wynn, None, 2500.0
965, Denise York, None, 2500.0
965, David Zalik, None, 2500.0
965, Zhao Tao, None, 2500.0
1020, George Argyros, None, 2400.0
1020, John Arrillaga, None, 2400.0
1020, Charles Bronfman, None, 2400.0
1020, Peter Buck, None, 2400.0
1020, Chen Jinxia, None, 2400.0
1020, Vivien Chen, None, 2400.0
1020, Chu Lam Yiu, None, 2400.0
1020, Jean Coutu, None, 2400.0
1020, Jose Luis Cutrale, None, 2400.0
1020, Jai Hari & Yadu Hari Dalmia, None, 2400.0
1020, Bergit Douglas, None, 2400.0
1020, Alfredo Egydio Arruda Villela Filho, None, 2400.0
1020, Marcel Erni, None, 2400.0
1020, Andre Esteves, None, 2400.0
1020, Carlo Fidani, None, 2400.0
1020, Abhay Firodia, None, 2400.0
1020, Alfred Gantner, None, 2400.0
1020, Geng Jianming, None, 2400.0
1020, Mitchell Goldhar, None, 2400.0
1020, Hortensia Herrero, None, 2400.0
1020, Michael Hintze, None, 2400.0
1020, Igor Kesaev, None, 2400.0
1020, Koon Poh Keong, None, 2400.0
1020, Hermann Langness, None, 2400.0
1020, Li Zhongchu, None, 2400.0
1020, Alexander Mamut, None, 2400.0
1020, Joao Roberto Marinho, None, 2400.0
1020, Drayton McLane, Jr., None, 2400.0
1020, Patrice Motsepe, None, 2400.0
1020, Alfred Oetker, None, 2400.0
1020, August Oetker, None, 2400.0
1020, Carl Ferdinand Oetker, None, 2400.0
1020, Christian Oetker, None, 2400.0
1020, Julia Oetker, None, 2400.0
1020, Richard Oetker, None, 2400.0
1020, Daniel Pritzker, None, 2400.0
1020, John Pritzker, None, 2400.0
1020, Nevaldo Rocha, None, 2400.0
1020, Luigi Rovati, None, 2400.0
1020, Ferit Faik Sahenk, None, 2400.0
1020, Rosely Schweizer, None, 2400.0
1020, Eric Smidt, None, 2400.0
1020, Alexander Spanos, None, 2400.0
1020, Leena Tewari, None, 2400.0
1020, Tong Jinquan, None, 2400.0
1020, Peter Unger, None, 2400.0
1020, Sunny Varkey, None, 2400.0
1020, Urs Wietlisbach, None, 2400.0
1020, Michael Ying, None, 2400.0
1020, Yu Minhong, None, 2400.0
1070, Eva Maria Bucher-Haefner, None, 2300.0
1070, Chen Hua, None, 2300.0
1070, Gustavo Denegri, None, 2300.0
1070, Dermot Desmond, None, 2300.0
1070, Murali Divi, None, 2300.0
1070, Thomas Flohr, None, 2300.0
1070, Bernard Fraisse, None, 2300.0
1070, Harsh Goenka, None, 2300.0
1070, David Gottesman, None, 2300.0
1070, Murli Dhar & Bimal Kumar Gyanchandani, None, 2300.0
1070, Bill Haslam, None, 2300.0
1070, Hu Baifan, None, 2300.0
1070, W. Herbert Hunt, None, 2300.0
1070, Alijan Ibragimov, None, 2300.0
1070, Bradley Jacobs, None, 2300.0
1070, Brad Kelley, None, 2300.0
1070, Vinod Khosla, None, 2300.0
1070, Stephen Lansdown, None, 2300.0
1070, Martin Lau, None, 2300.0
1070, Lee Joong-Keun, None, 2300.0
1070, Lin Li, None, 2300.0
1070, Kenneth Lo, None, 2300.0
1070, Alexander Machkevich, None, 2300.0
1070, Clayton Mathile, None, 2300.0
1070, Stanley Perron, None, 2300.0
1070, J. Joe Ricketts, None, 2300.0
1070, Dirk Rossmann, None, 2300.0
1070, Filiz Sahenk, None, 2300.0
1070, Dan Snyder, None, 2300.0
1070, Peter Spuhler, None, 2300.0
1070, Tang Yiu, None, 2300.0
1070, John Tyson, None, 2300.0
1070, Wong Man Li, None, 2300.0
1103, Lia Maria Aguiar, None, 2200.0
1103, Aziz Akhannouch, None, 2200.0
1103, Ron Baron, None, 2200.0
1103, Shyam & Hari Bhartia, None, 2200.0
1103, Timothy Boyle, None, 2200.0
1103, Tatiana Casiraghi, None, 2200.0
1103, Chan Tan Ching-fen, None, 2200.0
1103, Chase Coleman, III., None, 2200.0
1103, Mark Coombs, None, 2200.0
1103, James Coulter, None, 2200.0
1103, Dulce Pugliese de Godoy Bueno, None, 2200.0
1103, Ana Lucia de Mattos Barretto Villela, None, 2200.0
1103, Frank Fertitta, III., None, 2200.0
1103, Lorenzo Fertitta, None, 2200.0
1103, Maria Franca Fissolo, None, 2200.0
1103, Alexander Frolov, None, 2200.0
1103, Ernest Garcia, II., None, 2200.0
1103, Alexandre Grendene Bartelle, None, 2200.0
1103, Vinod & Anil Rai Gupta, None, 2200.0
1103, Torstein Hagen, None, 2200.0
1103, He Qiaonv, None, 2200.0
1103, Hans-Werner Hector, None, 2200.0
1103, Stanley Hubbard, None, 2200.0
1103, Ke Xiping, None, 2200.0
1103, Suna Kirac, None, 2200.0
1103, Kong Jian Min, None, 2200.0
1103, Koo Bon-Moo, None, 2200.0
1103, Heikki Kyostila, None, 2200.0
1103, Thomas Lee, None, 2200.0
1103, Eric Lefkofsky, None, 2200.0
1103, Peter Lim, None, 2200.0
1103, Scott Lin, None, 2200.0
1103, Tomas Olivo Lopez, None, 2200.0
1103, Phillip T. (Terry) Ragon, None, 2200.0
1103, Stewart Rahr, None, 2200.0
1103, T. Denny Sanford, None, 2200.0
1103, Julio Mario Santo Domingo, III., None, 2200.0
1103, Karl Scheufele, III., None, 2200.0
1103, Shen Guojun, None, 2200.0
1103, Alain Taravella, None, 2200.0
1103, Oleg Tinkov, None, 2200.0
1103, T.Y. Tsai, None, 2200.0
1103, Tung Chee Hwa, None, 2200.0
1103, Ted Turner, None, 2200.0
1103, Sunil Vaswani, None, 2200.0
1103, Jitendra Virwani, None, 2200.0
1103, Lang Walker, None, 2200.0
1103, Wu Zhigang, None, 2200.0
1103, Xiao Wenge, None, 2200.0
1103, Xiong Xuqiang, None, 2200.0
1103, Takao Yasuda, None, 2200.0
1103, William Young, None, 2200.0
1103, Eddie & Sol Zakay, None, 2200.0
1103, Zhang Xiugen, None, 2200.0
1157, Leslie Alexander, None, 2100.0
1157, Patricia Angelini Rossi, None, 2100.0
1157, Josef Boquoi, None, 2100.0
1157, Nikolai Buinov, None, 2100.0
1157, Richard Chandler, None, 2100.0
1157, Cheng Xue, None, 2100.0
1157, Patokh Chodiev, None, 2100.0
1157, Choo Chong Ngen, None, 2100.0
1157, Todd Christopher, None, 2100.0
1157, John de Mol, None, 2100.0
1157, Bob Gaglardi, None, 2100.0
1157, Gordon Getty, None, 2100.0
1157, Philippe Ginestet, None, 2100.0
1157, Sanjiv Goenka, None, 2100.0
1157, Alec Gores, None, 2100.0
1157, David Hains, None, 2100.0
1157, Bahaa Hariri, None, 2100.0
1157, William Heinecke, None, 2100.0
1157, Huang Hongyun, None, 2100.0
1157, Huang Zhenda, None, 2100.0
1157, Ravi Jaipuria, None, 2100.0
1157, Jiang Yehua, None, 2100.0
1157, Manuel Jove, None, 2100.0
1157, Willibert Krueger, None, 2100.0
1157, Kuok Khoon Hong, None, 2100.0
1157, Christian Latouche, None, 2100.0
1157, Guenther Lehmann, None, 2100.0
1157, Li Hongxin, None, 2100.0
1157, Li Xiting, None, 2100.0
1157, Liang Yunchao, None, 2100.0
1157, Brandt Louie, None, 2100.0
1157, Catherine Lozick, None, 2100.0
1157, Igor Makarov, None, 2100.0
1157, Mao Lixiang, None, 2100.0
1157, Harsh Mariwala, None, 2100.0
1157, Martin Moller Nielsen, None, 2100.0
1157, David Murdock, None, 2100.0
1157, N.R. Narayana Murthy, None, 2100.0
1157, Georg Nemetschek, None, 2100.0
1157, Vikas Oberoi, None, 2100.0
1157, Maja Oeri, None, 2100.0
1157, Ong Beng Seng and Christina Ong, None, 2100.0
1157, H. Ross Perot, Jr., None, 2100.0
1157, Tor Peterson, None, 2100.0
1157, Heloise Pratt, None, 2100.0
1157, Alexey Repik, None, 2100.0
1157, Shin Chang-Jae, None, 2100.0
1157, Kavitark Ram Shriram, None, 2100.0
1157, Sylvia Stroeher, None, 2100.0
1157, Katsumi Tada, None, 2100.0
1157, Tang Shing-bor, None, 2100.0
1157, Georg von Opel, None, 2100.0
1157, David Walentas, None, 2100.0
1157, Ronald Wanek, None, 2100.0
1157, Wang Changtian, None, 2100.0
1157, Wang Wenjing, None, 2100.0
1157, Ye Cheng, None, 2100.0
1157, Zhu Gongshan, None, 2100.0
1215, Antti Aarnio-Wihuri, None, 2000.0
1215, S. Daniel Abraham, None, 2000.0
1215, Joao Alves de Queiroz Filho, None, 2000.0
1215, Mika Anttonen, None, 2000.0
1215, Thor Bjorgolfsson, None, 2000.0
1215, Andrei Bokarev, None, 2000.0
1215, Bernhard Braun-Luedicke, None, 2000.0
1215, Eva Maria Braun-Luedicke, None, 2000.0
1215, Friederike Braun-Luedicke, None, 2000.0
1215, Ron Burkle, None, 2000.0
1215, Vivek Chand Burman, None, 2000.0
1215, Chen Yung-Tai, None, 2000.0
1215, James Clark, None, 2000.0
1215, Christopher Cline, None, 2000.0
1215, Alexandra Daitch, None, 2000.0
1215, Dong Wei, None, 2000.0
1215, Fritz Draexlmaier, None, 2000.0
1215, Glenn Dubin, None, 2000.0
1215, Robert Duggan, None, 2000.0
1215, Jayme Garfinkel, None, 2000.0
1215, Sam Goi, None, 2000.0
1215, Thomas Hagen, None, 2000.0
1215, Carlos Hank Rhon, None, 2000.0
1215, Christoph Henkel, None, 2000.0
1215, Hu Kaijun, None, 2000.0
1215, Huang Yi, None, 2000.0
1215, Ramesh Juneja, None, 2000.0
1215, Bruce Karsh, None, 2000.0
1215, Henry Laufer, None, 2000.0
1215, Lee Boo-Jin, None, 2000.0
1215, Lee Jay-Hyun, None, 2000.0
1215, Wolfgang Leitner, None, 2000.0
1215, Li Ge, None, 2000.0
1215, Harald Link, None, 2000.0
1215, Liu Ming Hui, None, 2000.0
1215, Jeffrey Lurie, None, 2000.0
1215, Ma Xingtian, None, 2000.0
1215, Sarah MacMillan, None, 2000.0
1215, Howard Marks, None, 2000.0
1215, Miao Shouliang, None, 2000.0
1215, Lachhman Das Mittal, None, 2000.0
1215, Mario Moretti Polegato, None, 2000.0
1215, Vadim Moshkovich, None, 2000.0
1215, Mofatraj Munot, None, 2000.0
1215, Jonathan Nelson, None, 2000.0
1215, Florentino Perez, None, 2000.0
1215, Chuchat & Daonapa Petaumpai, None, 2000.0
1215, Peter Peterson, None, 2000.0
1215, Arvind Poddar, None, 2000.0
1215, Murdaya Poo, None, 2000.0
1215, Ren Zhengfei, None, 2000.0
1215, Antony Ressler, None, 2000.0
1215, Francisco Jose Riberas Mera, None, 2000.0
1215, Rodney Sacks, None, 2000.0
1215, Hilton Schlosberg, None, 2000.0
1215, Brian Sheth, None, 2000.0
1215, Lucy Stitzer, None, 2000.0
1215, Su Suyu, None, 2000.0
1215, Satoshi Suzuki, None, 2000.0
1215, Katherine Tanner, None, 2000.0
1215, Arvind Tiku, None, 2000.0
1215, Wang Liping, None, 2000.0
1215, Wang Xicheng, None, 2000.0
1215, Wei Shaojun, None, 2000.0
1215, Amy Wyss, None, 2000.0
1215, Jon Yarbrough, None, 2000.0
1215, Vladimir Yevtushenkov, None, 2000.0
1215, Charles Zegar, None, 2000.0
1215, Zhu Baoguo, None, 2000.0
1284, Saif Al Ghurair, None, 1900.0
1284, Syed Mokhtar AlBukhary, None, 1900.0
1284, Miriam Baumann-Blocher, None, 1900.0
1284, Albert Berner, None, 1900.0
1284, Thomas Bruch, None, 1900.0
1284, Chang Yun Chung, None, 1900.0
1284, Kiat Chiaravanont, None, 1900.0
1284, Jean-Paul and Martine Clozel, None, 1900.0
1284, Benjamin de Rothschild, None, 1900.0
1284, James Dinan, None, 1900.0
1284, Charles Edelstenne, None, 1900.0
1284, Bernd Freier, None, 1900.0
1284, Bill Gross, None, 1900.0
1284, Jeffrey Gundlach, None, 1900.0
1284, Suat Gunsel, None, 1900.0
1284, Shmuel Harlap, None, 1900.0
1284, Roberto Hernandez Ramirez, None, 1900.0
1284, Johannes Kaercher, None, 1900.0
1284, Friedrich Knapp, None, 1900.0
1284, Lee Myung-Hee, None, 1900.0
1284, Lee Seo-Hyun, None, 1900.0
1284, Liang Jiankun, None, 1900.0
1284, Liao Long-shing, None, 1900.0
1284, Lin Shu-Hong, None, 1900.0
1284, Yasseen Mansour, None, 1900.0
1284, David Nahmad, None, 1900.0
1284, Alexander Nesis, None, 1900.0
1284, Nandan Nilekani, None, 1900.0
1284, Ranjan Pai, None, 1900.0
1284, Park Hyeon-Joo, None, 1900.0
1284, Jennifer Pritzker, None, 1900.0
1284, Qiu Jianping, None, 1900.0
1284, Megdet Rahimkulov, None, 1900.0
1284, Vito Rodriguez Rodriguez, None, 1900.0
1284, Stephen Rubin, None, 1900.0
1284, Remo Ruffini, None, 1900.0
1284, Erik Selin, None, 1900.0
1284, Peter Sondakh, None, 1900.0
1284, Alan N. Trefler, None, 1900.0
1284, Tseng Shin-yi, None, 1900.0
1284, Masateru Uno, None, 1900.0
1284, Wang Qingtao, None, 1900.0
1284, Evan Williams, None, 1900.0
1284, Gustav Magnar Witzoe, None, 1900.0
1284, Horst Wortmann, None, 1900.0
1284, Xiao Yongming, None, 1900.0
1284, Xie Zhikun, None, 1900.0
1284, Xue Xiangdong, None, 1900.0
1284, Yuan Yafei, None, 1900.0
1284, Robin Zeng, None, 1900.0
1284, Zhang Daocai, None, 1900.0
1284, Zhang Xuansong, None, 1900.0
1284, Zheng Yuewen, None, 1900.0
1284, Zhou Xiaoguang, None, 1900.0
1284, Susanne Zimmermann von Siefart , None, 1900.0
1339, Aras Agalarov, None, 1800.0
1339, Maurice Alter, None, 1800.0
1339, An Kang, None, 1800.0
1339, Alex Beard, None, 1800.0
1339, Nicolas Berggruen, None, 1800.0
1339, Vladimir Bogdanov, None, 1800.0
1339, Julio Bozano, None, 1800.0
1339, Anna Maria Braun, None, 1800.0
1339, Johanna Braun, None, 1800.0
1339, Karl Friedrich Braun, None, 1800.0
1339, Anand Burman, None, 1800.0
1339, Edouard Carmignac, None, 1800.0
1339, Chen Jianhua, None, 1800.0
1339, Cheung Yan, None, 1800.0
1339, Chung Mong-Joon, None, 1800.0
1339, Jack Cowin, None, 1800.0
1339, Cui Genliang, None, 1800.0
1339, Kommer Damen, None, 1800.0
1339, Diego Della Valle, None, 1800.0
1339, Dou Zhenggang, None, 1800.0
1339, N. Murray Edwards, None, 1800.0
1339, Gabriel Escarrer, None, 1800.0
1339, Clement Fayat, None, 1800.0
1339, James France, None, 1800.0
1339, Senapathy Gopalakrishnan, None, 1800.0
1339, David Harding, None, 1800.0
1339, Stewart Horejsi, None, 1800.0
1339, Huang Qisen, None, 1800.0
1339, Hamilton James, None, 1800.0
1339, John Kapoor, None, 1800.0
1339, William Lauder, None, 1800.0
1339, Li Zongsong, None, 1800.0
1339, Willy Michel, None, 1800.0
1339, Masahiro Noda, None, 1800.0
1339, Gregorio Perez Companc, None, 1800.0
1339, Linda Pritzker, None, 1800.0
1339, Qin Hui, None, 1800.0
1339, Matthias Reinhart, None, 1800.0
1339, Brian Roberts, None, 1800.0
1339, Alberto Roemmers, None, 1800.0
1339, Gerald Schwartz, None, 1800.0
1339, Thaksin Shinawatra, None, 1800.0
1339, William Stone, None, 1800.0
1339, Petter Stordalen, None, 1800.0
1339, Julia Stoschek, None, 1800.0
1339, Maximilian Stoschek, None, 1800.0
1339, Sun Shoukuan, None, 1800.0
1339, Ba Duong Tran, None, 1800.0
1339, Hamdi Ulukaya, None, 1800.0
1339, Wong Luen Hei, None, 1800.0
1339, Wu Yulan, None, 1800.0
1339, Xu Hang, None, 1800.0
1339, Yang Erzhu, None, 1800.0
1339, Yao Kuizhang, None, 1800.0
1339, Sheng Jian Zhong, None, 1800.0
1394, Marcel Adams, None, 1700.0
1394, Herbert Allen, Jr., None, 1700.0
1394, Michael Ashcroft, None, 1700.0
